id_student,n_clicks_externalquiz,n_clicks_forumng,n_clicks_glossary,n_clicks_homepage,n_clicks_oucollaborate,n_clicks_oucontent,n_clicks_ouwiki,n_clicks_resource,n_clicks_subpage,n_clicks_url,total_n_clicks,final_result
608238,13,493,0,561,23,332,90,104,279,28,1923,0
608267,1,82,0,85,0,118,25,23,88,3,425,0
608284,1,264,0,166,9,67,22,16,40,8,593,1
608417,6,80,0,134,19,194,11,44,181,9,678,0
608449,9,172,0,288,0,148,72,28,191,35,943,0
608630,5,8,0,49,0,43,9,24,98,5,241,1
608643,3,343,2,381,7,112,77,43,139,21,1128,0
608733,10,596,6,385,23,204,140,30,250,44,1688,0
608745,0,709,6,519,14,285,82,105,200,30,1950,0
608815,24,1410,4,801,14,106,123,92,400,246,3220,0
608923,11,41,0,189,1,193,69,46,178,17,745,0
608983,15,506,0,611,19,406,137,97,463,73,2327,0
609031,18,497,0,167,1,35,116,33,282,24,1173,0
609044,9,44,0,69,1,24,6,12,43,2,210,1
609242,2,284,0,108,14,54,27,18,78,1,586,1
609488,2,33,0,49,0,20,2,8,33,10,157,1
609593,2,92,0,120,5,60,45,48,140,11,523,0
609932,18,586,2,291,28,325,185,79,251,23,1788,0
609969,3,330,1,184,16,87,77,84,229,16,1027,0
610019,70,312,0,474,31,290,236,117,615,42,2187,0
610220,13,192,201,351,17,170,135,224,592,52,1947,0
610257,38,965,0,441,29,51,202,42,469,54,2291,0
610279,4,220,0,233,1,321,120,56,118,14,1087,0
610537,0,0,0,68,0,88,0,8,15,0,179,1
610595,6,519,0,288,44,78,57,41,115,17,1165,0
610603,5,121,0,139,0,44,57,47,111,14,538,0
610701,4,8,0,59,0,48,37,25,46,5,232,1
610870,0,107,0,84,11,52,13,6,52,12,337,0
611162,34,241,4,281,18,50,211,40,275,30,1184,0
611244,1,21,0,47,0,127,25,17,23,2,263,1
611259,12,400,0,311,15,73,62,58,301,15,1247,0
611271,4,221,0,297,2,242,102,55,303,11,1237,1
611284,27,1049,4,736,31,434,139,86,502,47,3055,0
611408,6,115,0,212,1,251,71,37,113,12,818,0
611418,5,113,0,177,0,234,57,33,78,11,708,1
611464,3,179,0,182,16,458,89,35,131,5,1098,0
611478,3,340,0,282,5,195,95,54,92,7,1073,0
611593,12,498,2,345,18,132,85,84,300,31,1507,0
983970,30,179,29,507,4,204,307,56,147,2,1465,0
1080206,58,632,9,313,19,139,102,110,367,44,1793,0
1103608,16,789,57,715,34,121,139,121,699,44,2735,0
1187586,15,399,0,256,22,158,122,64,257,21,1314,0
1282596,24,1815,11,987,30,167,312,143,774,59,4322,1
1345808,17,686,13,438,12,137,106,73,453,18,1953,0
1355699,103,229,0,280,12,87,3,65,517,24,1320,0
1375851,9,288,0,264,25,147,120,134,544,23,1554,0
1440467,76,1006,1,1289,29,60,118,114,438,26,3157,0
1442991,3,261,1,200,0,82,102,45,172,23,889,0
1449692,42,1534,34,1818,41,86,464,140,822,97,5078,0
1485105,0,0,0,34,0,65,0,1,40,0,140,1
1497480,1,36,0,40,2,36,20,6,34,4,179,1
1507503,29,330,161,534,37,107,99,224,797,46,2364,0
1509881,6,88,3,189,0,236,44,75,215,29,885,1
1522631,46,799,0,871,12,710,202,223,458,53,3374,1
1530521,4,447,58,358,40,139,103,128,493,17,1787,0
1563203,0,0,0,3,0,0,0,0,0,0,3,1
1564630,4,56,63,246,4,180,68,57,261,6,945,0
1569426,16,353,0,378,8,104,99,82,390,42,1472,0
1580084,1,118,0,95,1,30,111,41,140,10,547,1
1581243,2,105,0,175,1,65,27,65,222,24,686,0
1610188,1,59,0,42,0,2,10,3,20,0,137,1
1678800,3,168,0,211,5,74,1,99,213,11,785,0
1679727,8,510,0,272,6,35,95,60,100,0,1086,0
1679862,1,20,0,120,0,101,0,22,162,8,434,1
1689069,37,415,6,420,34,41,221,106,627,68,1975,0
1713615,21,475,14,382,31,91,133,83,284,45,1559,0
1716492,7,124,48,399,79,153,19,280,594,62,1765,1
1721891,11,74,1,116,2,52,54,61,127,17,515,1
1723019,10,221,0,161,3,32,118,27,160,9,741,1
1756165,38,946,17,988,41,270,162,311,1032,91,3896,0
1766513,24,136,51,245,34,68,77,96,266,15,1012,0
1777511,35,185,0,383,58,237,128,85,461,51,1623,0
1819994,21,1143,16,711,10,140,180,79,320,4,2624,0
1835411,60,1107,380,1205,16,186,235,177,1047,245,4658,0
1847481,18,451,0,268,17,73,135,106,426,33,1527,0
1868389,1,128,0,74,2,26,1,48,57,4,341,1
1874363,9,144,4,213,20,38,131,136,322,23,1040,0
1887928,5,18,0,316,14,79,98,64,278,31,903,0
1894634,15,159,0,149,5,35,18,51,273,17,722,0
1903477,11,188,0,311,1,114,31,77,246,9,988,0
1913872,24,683,0,909,11,98,88,67,503,29,2412,1
1963677,6,173,0,213,3,50,74,37,140,30,726,0
1982833,3,114,5,134,2,65,7,64,188,17,599,1
2032057,4,250,4,252,6,69,103,50,230,27,995,0
2034802,36,201,7,540,0,371,138,181,420,48,1942,0
2039190,47,999,8,1827,42,169,255,171,986,89,4593,0
2089582,52,851,10,705,33,181,217,89,453,57,2648,0
2098405,37,1355,0,757,11,129,142,108,249,42,2830,0
2112088,26,445,0,419,8,216,142,123,556,44,1979,0
2157412,9,271,0,311,3,55,48,78,285,7,1067,0
2198952,20,324,0,251,9,66,136,54,368,28,1256,0
2202076,24,549,0,540,65,29,104,56,258,48,1673,0
2204293,28,1744,0,1104,16,401,198,135,913,29,4568,0
2215898,43,754,0,440,17,110,108,99,426,31,2028,0
2232218,20,231,4,106,18,47,0,42,184,8,660,0
2239650,97,2664,7,3539,28,293,458,272,2438,109,9905,0
2252750,3,331,12,257,16,37,47,67,286,21,1077,0
2282040,1,298,0,282,9,134,100,97,248,52,1221,0
2284294,44,1514,3,666,35,133,223,100,639,112,3469,0
2289847,0,466,0,300,4,178,419,70,185,39,1661,0
2292724,13,319,7,289,16,273,104,53,257,48,1379,0
2296163,77,576,141,767,10,108,152,53,376,12,2272,0
2327045,25,454,4,556,1,57,71,212,940,93,2413,0
2327472,7,369,0,259,25,125,80,71,419,29,1384,0
2337441,3,22,0,33,0,59,27,13,21,0,178,1
2340230,13,974,21,431,12,47,54,60,434,38,2084,0
2340786,23,807,2,523,29,103,82,117,352,44,2082,0
2342399,0,3,0,110,5,44,0,28,229,46,465,0
2355555,1,0,0,13,0,20,0,1,6,0,41,1
2356801,17,378,5,386,33,230,74,122,234,24,1503,0
2358707,35,591,6,566,37,124,177,156,372,30,2094,0
2359191,36,508,2,920,5,527,149,111,369,217,2844,0
2366024,4,610,0,636,1,124,47,53,177,46,1698,1
2375123,2,163,0,95,1,55,94,22,93,3,528,0
2375627,10,240,0,88,24,77,48,54,156,15,712,0
2377769,82,361,0,453,16,83,80,69,442,40,1626,0
2382048,12,226,0,520,12,71,102,84,180,30,1237,0
2383036,20,516,0,518,28,115,110,54,278,26,1665,0
2388030,8,3,0,83,0,53,23,30,89,11,300,1
2404530,1,11,0,18,0,58,0,3,14,1,106,1
2416024,55,320,0,209,12,125,164,45,282,12,1224,1
2421961,5,19,0,106,0,156,0,104,373,4,767,1
2430070,9,378,0,242,13,70,108,48,146,14,1028,0
2430405,40,129,0,203,21,51,53,54,415,30,996,0
2434369,36,1100,0,718,11,259,133,135,431,48,2871,0
2437065,24,275,0,803,24,177,71,60,462,46,1942,0
2446109,35,719,1,831,52,148,143,304,1151,23,3407,0
2457907,8,132,0,169,2,301,72,69,107,5,865,0
2461936,1,145,0,217,3,165,52,60,279,29,951,0
2462628,1,319,0,313,24,98,86,52,206,16,1115,0
2472145,6,235,0,273,26,84,139,49,258,0,1070,0
2473456,22,261,20,392,59,159,68,131,478,97,1687,0
2474436,1,41,8,45,0,43,4,8,40,7,197,1
2477052,32,389,874,704,9,79,208,74,670,47,3086,0
2485582,81,784,137,1535,59,829,233,113,806,146,4723,0
2486769,2,13,0,166,7,185,66,45,272,21,777,1
2494999,26,258,0,344,13,36,112,48,185,24,1046,1
2505859,24,412,2,359,13,215,55,109,409,45,1643,0
2520868,16,181,0,341,4,78,134,51,164,21,990,0
2522932,37,1195,9,1078,61,214,86,127,917,53,3777,1
2540195,7,275,0,190,2,114,22,19,117,1,747,1
2550054,6,290,8,225,0,156,318,77,372,3,1455,1
2552672,22,1738,53,858,36,145,276,219,833,81,4261,0
2554973,1,289,0,206,16,131,54,48,137,8,890,1
2555596,22,282,0,353,15,508,132,84,426,26,1848,0
2556345,14,216,0,247,8,111,36,79,269,25,1005,1
2560868,0,108,0,86,9,59,18,37,61,3,381,0
2561282,7,147,3,111,2,101,27,36,143,24,601,1
2569051,7,535,28,341,15,104,158,106,328,65,1687,1
2569416,23,951,92,1635,28,58,86,83,336,17,3309,0
2569653,4,25,0,44,0,36,9,14,89,6,227,1
2570253,24,1954,6,1669,56,189,439,144,600,830,5911,0
2581779,3,228,0,261,8,496,77,60,320,33,1486,0
2581822,9,92,0,215,13,126,3,17,73,6,554,0
2585270,4,356,0,366,15,247,16,86,368,45,1503,0
2588379,0,0,0,24,3,53,0,12,13,0,105,1
2602235,2,309,0,161,3,53,64,23,41,12,668,1
2612561,34,1423,0,426,35,93,126,44,425,52,2658,0
2613296,5,412,0,469,3,435,65,75,279,32,1775,0
2615761,0,2,0,30,0,0,0,16,6,2,56,1
2624040,7,195,0,208,12,251,91,32,123,8,927,0
2627449,6,320,0,308,26,159,58,37,254,33,1201,0
2635163,23,346,1,267,6,56,73,34,266,12,1084,0
2636885,6,33,0,162,1,212,12,16,169,17,628,1
2639310,47,578,72,812,46,314,181,205,555,52,2862,0
2643555,16,192,3,394,6,401,41,76,181,20,1330,0
2646291,8,437,2,282,10,143,100,41,156,9,1188,0
2650741,5,778,0,490,13,41,106,54,266,43,1796,0
2658898,23,282,23,213,4,42,87,36,129,13,852,0
2662178,12,171,0,142,6,20,56,37,181,2,627,0
2663010,6,341,0,345,9,139,28,48,92,7,1015,0
2671469,27,1049,0,611,29,71,196,41,146,9,2179,0
2677097,35,283,2,412,44,394,55,84,768,57,2134,0
2686578,17,267,0,156,11,48,34,48,224,22,827,0
2692186,5,163,0,152,1,175,20,30,137,25,708,0
2695608,85,1383,90,572,63,116,142,133,598,70,3252,0
33681,0,0,0,6,0,0,0,8,16,0,30,1
33796,2,70,0,85,0,67,0,34,90,3,351,0
34087,0,44,0,48,0,10,0,6,16,7,131,1
51033,15,284,0,181,17,109,0,61,221,25,913,0
51153,10,609,9,260,28,51,0,104,81,27,1179,0
51955,2,5,0,128,1,106,0,48,112,3,405,1
53632,0,6,0,20,0,19,0,7,17,4,73,1
54810,7,3,1,118,1,183,0,41,81,6,441,0
58731,1,0,8,50,0,34,0,40,41,3,177,0
63015,2,226,0,163,9,47,0,50,162,35,694,1
68417,12,488,68,237,15,261,0,54,129,6,1270,0
71676,24,121,6,300,43,145,0,74,336,28,1077,0
73019,0,105,16,129,2,259,0,20,8,1,540,1
73664,0,0,2,35,0,15,0,11,40,0,103,1
75427,7,66,2,330,6,398,0,88,153,23,1073,1
76081,11,137,0,274,29,41,0,27,141,20,680,0
80329,6,93,24,204,52,68,0,39,130,20,636,0
80775,5,128,10,191,31,136,0,91,74,32,698,0
83553,1,119,32,92,4,89,0,29,25,2,393,1
88439,10,98,19,220,20,128,0,81,221,12,809,0
91470,3,420,7,391,24,313,0,76,215,72,1521,0
96874,0,11,0,66,0,19,0,4,19,0,119,1
99075,17,297,0,240,28,198,0,187,381,21,1369,1
100561,32,331,0,222,11,88,0,76,158,32,950,1
101279,0,18,13,32,2,25,0,10,9,3,112,1
102221,2,536,0,256,20,46,0,44,100,21,1025,0
104772,2,18,0,97,0,198,0,8,14,4,341,1
106553,4,0,0,174,0,212,0,50,92,16,548,0
110524,1,201,1,170,22,66,0,66,297,52,876,0
110640,7,362,481,327,39,239,0,56,259,35,1805,0
111926,1,197,35,190,12,93,0,25,30,3,586,0
123183,22,497,1127,583,16,83,0,153,352,60,2893,0
123957,0,0,1,25,0,4,0,8,24,2,64,1
129989,23,705,0,311,7,76,0,84,164,44,1414,0
131152,5,136,0,113,0,35,0,32,51,5,377,1
131612,27,522,31,530,40,224,0,68,155,58,1655,0
132157,16,162,1,195,3,194,0,43,81,3,698,1
132511,1,125,0,123,1,85,0,29,33,6,403,1
133365,23,662,34,491,68,219,0,137,388,88,2110,0
134243,31,809,32,673,37,179,0,125,336,53,2275,0
134920,4,26,1,60,3,70,0,23,48,1,236,1
136135,7,153,24,184,11,287,0,67,134,11,878,0
136793,5,178,8,119,6,178,0,100,76,8,678,0
138715,0,4,0,17,0,13,0,0,2,0,36,1
147328,1,1105,23,520,42,142,0,142,429,53,2457,0
147715,18,160,15,240,18,111,5,62,200,32,861,1
148414,48,216,13,360,52,303,0,98,221,17,1328,0
151745,15,73,11,209,3,44,0,52,158,26,591,0
152320,15,123,0,180,21,37,0,17,123,2,518,0
153170,7,230,14,334,27,226,0,42,162,14,1056,0
154073,1,43,10,105,9,27,0,35,99,14,343,1
162337,0,176,12,138,1,74,1,5,32,3,442,1
163996,8,288,4,259,0,43,0,19,146,8,775,1
169894,2,272,0,125,0,91,0,26,46,14,576,0
172965,11,442,4,126,4,75,0,48,268,25,1003,0
177781,2,80,22,86,1,94,0,17,35,6,343,1
184409,24,1348,1,644,23,32,0,121,340,43,2576,0
189143,18,178,30,194,36,159,0,38,172,9,834,0
190279,28,7847,15,4391,115,520,0,134,339,332,13721,0
191732,0,15,8,44,3,32,0,28,20,4,154,1
192375,2,767,9,438,44,63,0,39,151,15,1528,0
203149,2,52,7,107,2,38,0,28,78,12,326,1
204410,20,1527,16,1029,111,283,0,78,253,50,3367,0
204609,8,592,11,197,35,280,0,30,79,12,1244,0
226895,0,0,0,6,0,0,0,0,0,0,6,0
233868,1,0,0,11,0,32,0,1,2,1,48,1
233873,0,13,7,106,0,73,0,672,146,14,1031,0
234552,30,1366,97,1245,91,469,0,130,562,63,4053,0
235893,26,1124,1,579,19,68,0,65,328,40,2250,0
240186,6,400,21,178,11,112,0,52,124,13,917,0
240236,17,4,14,289,11,389,1,51,275,15,1066,1
241066,4,48,15,84,7,93,0,41,57,7,356,0
243025,0,295,0,292,48,119,0,73,288,32,1147,0
249359,0,113,0,58,0,51,0,29,47,2,300,0
253579,1,17,12,55,0,69,0,66,17,6,243,1
256144,22,1044,77,808,56,115,0,109,558,97,2886,0
258538,21,117,0,148,2,52,0,160,223,9,732,0
260077,3,278,1,197,13,250,0,73,42,8,865,0
267118,0,0,0,1,0,2,0,0,0,0,3,1
268143,5,474,0,284,7,218,0,86,173,31,1278,0
269856,26,230,19,306,6,88,0,85,268,39,1067,0
270502,1,21,5,175,3,188,0,48,41,3,485,0
275297,19,91,10,292,50,90,0,212,233,34,1031,0
276935,31,618,41,697,57,550,0,100,297,79,2470,0
281172,14,217,10,182,20,154,0,115,142,20,874,0
281920,29,75,0,353,92,101,0,108,271,11,1040,0
285481,18,2960,19,740,3,42,0,73,176,19,4050,0
287954,1,29,0,70,0,64,0,18,42,7,231,1
295118,27,756,3,754,38,342,0,109,367,66,2462,0
296138,14,50,0,161,9,183,0,39,78,18,552,0
298777,1,169,0,114,1,153,0,31,41,12,522,1
300057,4,36,0,56,0,27,0,6,30,4,163,1
303141,32,5170,24,872,116,321,0,189,805,104,7633,0
313561,48,2993,49,2293,186,202,0,238,697,96,6802,0
318919,6,464,0,127,0,39,0,47,129,6,818,0
321952,0,1,0,88,0,26,0,23,36,8,182,1
322137,35,1921,86,651,74,99,0,242,416,65,3589,0
323680,14,393,13,422,59,72,0,49,140,47,1209,0
324338,0,30,10,72,2,66,0,22,29,2,233,1
328241,15,5959,17,2105,10,148,0,131,274,31,8690,0
334048,16,233,8,297,5,111,0,66,200,59,995,0
334581,21,63,0,213,15,145,0,80,94,22,653,0
334973,22,420,0,443,41,96,0,160,229,37,1448,0
335018,0,0,0,33,0,17,0,38,53,1,142,0
336213,9,164,0,215,9,79,0,43,99,17,635,0
336218,2,8,58,93,3,92,0,22,45,12,335,1
337359,11,75,10,121,0,131,0,29,101,16,494,0
338704,4,302,0,114,1,25,0,42,49,5,542,0
339853,12,150,112,238,15,91,0,92,158,45,913,1
340627,5,263,26,240,83,494,0,62,127,8,1308,1
341855,7,54,3,104,22,129,0,40,40,7,406,1
341921,22,3,0,136,9,119,0,45,81,31,446,0
349688,8,701,6,489,2,78,0,46,99,17,1446,0
349910,2,68,27,110,5,43,0,23,56,19,353,0
351080,7,410,0,202,3,52,0,85,150,11,920,1
351244,4,319,45,182,12,129,0,27,61,4,783,0
356561,1,208,1,232,4,248,0,12,23,3,732,1
365893,5,90,18,92,2,56,0,28,49,8,348,0
367309,22,1317,0,541,123,45,0,88,312,27,2475,0
370089,51,8,18,114,0,321,0,63,110,3,688,0
370184,1,65,0,54,0,29,0,25,40,2,216,0
370274,23,209,9,418,5,162,0,129,482,42,1479,0
370375,12,493,2,696,72,140,0,206,378,116,2115,1
371019,16,93,0,253,23,120,0,50,130,40,725,0
373280,0,0,0,18,0,11,0,1,0,0,30,1
379336,35,1072,2,523,42,472,0,96,490,59,2791,0
384295,1,12,11,101,0,140,0,41,40,25,371,1
384499,27,16,428,513,17,459,0,32,89,17,1598,0
384999,40,509,5,216,47,105,0,81,333,29,1365,0
385019,4,0,12,34,0,54,0,8,17,0,129,1
385495,0,1,0,4,0,2,0,0,1,0,8,1
385563,3,17,0,248,5,106,0,88,169,48,684,0
386140,1,126,8,113,1,101,0,14,33,6,403,1
387359,5,330,5,223,7,47,0,40,94,16,767,0
390556,7,0,0,30,0,0,0,12,32,0,81,0
390849,7,14,0,90,8,152,0,37,48,7,363,0
393727,12,221,5,244,45,357,0,223,294,29,1430,0
398816,24,567,165,520,22,357,0,240,366,24,2285,0
399628,0,121,9,122,2,83,0,34,61,4,436,1
399794,1,2,0,87,0,184,0,18,19,4,315,1
400091,4,125,11,200,94,121,0,72,173,19,819,0
402958,18,539,199,441,57,483,0,53,238,33,2061,0
403052,0,1,0,9,0,11,0,0,15,0,36,1
407487,1,39,0,70,3,43,0,11,21,5,193,1
409205,16,67,14,168,0,130,0,57,132,6,590,0
410767,30,4215,43,1794,87,279,0,273,833,72,7626,0
411549,17,311,0,277,19,96,0,43,254,33,1050,1
412717,11,219,46,308,60,196,0,150,372,39,1401,0
413087,1,10,0,61,0,41,0,12,38,2,165,1
414094,26,114,2,258,44,167,0,104,62,18,795,1
414963,12,273,10,536,3,311,0,80,161,71,1457,0
419913,16,1427,4,958,22,97,0,79,154,25,2782,0
420141,7,248,25,362,4,108,0,86,301,40,1181,0
420560,5,242,30,278,6,147,0,35,55,14,812,0
420762,19,116,15,352,32,145,0,62,171,38,950,0
421185,18,35,52,244,0,143,0,41,102,18,653,0
422343,1,87,0,75,5,41,0,10,24,0,243,0
424211,31,350,50,334,66,67,0,151,325,59,1433,0
425910,0,84,15,211,10,94,0,86,190,18,708,1
428116,2,60,12,90,18,46,0,12,28,3,271,0
431136,2,1,23,121,2,418,0,6,9,3,585,1
432642,7,218,9,271,22,176,0,80,180,72,1035,1
434002,13,215,0,78,36,73,0,22,93,8,538,0
435572,1,280,7,132,26,57,0,51,125,3,682,0
436898,12,104,9,254,24,48,0,82,202,35,770,0
441087,15,108,0,170,23,179,0,40,166,26,727,0
441897,7,0,22,102,2,156,0,26,24,1,340,0
442549,2,68,0,137,7,221,0,21,85,4,545,1
443275,25,575,0,414,52,39,0,132,206,55,1498,0
443539,7,722,39,422,46,101,0,99,286,38,1760,0
444180,14,512,18,415,8,85,0,82,118,26,1278,0
444766,29,1076,1,1011,111,201,0,109,233,43,2814,0
445239,14,508,0,651,89,484,0,39,77,22,1884,0
445429,0,306,0,112,27,154,0,118,155,28,900,0
445451,3,358,1,371,13,96,0,83,234,31,1190,0
446097,14,497,20,523,5,211,0,156,219,13,1658,0
446730,22,2301,4,614,46,209,0,96,435,70,3797,0
446761,28,210,10,277,9,121,0,58,290,41,1044,0
447510,6,169,0,201,16,58,0,21,79,10,560,0
447644,1,217,3,231,7,67,0,129,174,18,847,0
464748,0,166,3,230,10,190,0,18,83,4,704,0
464968,14,31,341,145,5,60,0,40,99,27,762,0
465564,9,328,46,391,24,380,0,109,242,29,1558,0
465629,9,162,0,202,14,62,0,53,136,5,643,0
466230,4,289,4,228,9,114,0,120,126,26,920,0
466289,8,297,30,282,73,77,0,57,190,35,1049,0
467893,6,514,19,466,49,383,0,82,274,49,1842,0
468386,4,102,0,152,0,130,0,43,104,9,544,1
468720,9,82,0,234,76,224,0,50,151,29,855,0
468845,12,306,1,201,35,51,0,69,171,28,874,0
469624,11,47,12,194,19,271,0,30,78,30,692,1
469633,0,315,11,29,23,160,6,22,74,4,644,0
470914,5,55,24,141,17,164,0,30,86,5,527,0
471976,1,33,14,42,7,25,0,7,33,5,167,1
472073,5,263,5,239,15,123,0,77,75,34,836,0
472616,21,19,9,241,9,70,0,80,161,9,619,0
472949,2,31,8,103,2,97,0,17,43,4,307,1
473129,2,55,0,87,0,46,0,29,65,19,303,0
474246,0,92,12,92,0,44,0,5,8,1,254,1
475839,3,63,0,143,1,233,0,27,51,4,525,1
475863,46,352,14,348,80,72,0,77,157,26,1172,0
475908,17,153,3,154,6,50,0,62,206,22,673,1
477354,43,480,18,1097,224,318,0,430,835,156,3601,0
477556,7,11,0,75,0,156,0,15,24,2,290,1
478517,1,220,2,169,2,56,0,24,52,11,537,1
479553,5,475,2,364,31,45,0,72,285,49,1328,0
482173,11,180,0,135,0,42,0,24,83,7,482,0
483136,5,33,6,86,16,62,0,34,81,7,330,0
483149,16,237,0,188,44,259,0,119,253,46,1162,0
483200,36,599,6,686,41,162,0,138,462,84,2214,0
485282,15,296,29,222,6,114,0,90,356,27,1155,0
485421,18,82,11,175,0,90,0,20,69,8,473,0
486287,26,774,0,998,100,419,0,107,286,61,2771,0
487556,44,144,0,221,138,49,0,41,168,26,831,0
487607,3,34,24,102,5,63,8,50,126,8,423,1
488941,11,560,12,425,60,70,0,85,410,68,1701,0
490629,12,83,0,369,23,39,0,70,99,30,725,0
492480,0,49,0,139,24,163,0,30,2,1,408,0
492496,20,295,8,407,38,100,0,105,251,51,1275,0
493207,3,383,0,276,7,87,0,38,81,5,880,1
493434,0,3,0,3,0,0,0,0,0,0,6,1
493876,2,97,20,132,6,123,0,26,40,6,452,1
495493,25,338,1,261,69,261,0,82,224,34,1295,0
495615,25,271,0,343,31,411,0,53,135,26,1295,0
495881,14,663,2,572,55,377,0,119,410,73,2285,0
496916,22,188,0,302,1,324,0,125,371,56,1389,0
500707,7,129,51,134,0,73,0,13,37,8,452,1
502470,8,23,0,160,2,122,0,48,76,21,460,0
504064,15,28,10,210,30,384,0,66,288,46,1077,1
504251,19,207,0,168,23,170,0,53,195,21,856,0
504552,2,0,0,66,0,14,0,26,24,1,133,1
504589,10,127,0,62,16,40,0,50,123,6,434,0
507478,0,0,16,24,0,21,0,9,19,1,90,1
508615,1,0,0,29,0,8,0,52,3,0,93,1
508859,33,1726,36,1083,107,576,0,114,406,75,4156,0
509933,11,182,0,232,9,56,0,45,219,27,781,1
510424,5,35,15,77,4,63,0,21,105,12,337,0
510456,14,2973,0,807,107,96,0,105,361,62,4525,0
511345,16,195,30,162,23,185,0,51,74,13,749,0
511676,4,116,9,169,5,43,0,67,189,17,619,1
512046,6,61,21,214,1,228,0,80,89,30,730,0
514277,1,43,0,106,0,62,0,32,41,11,296,0
514324,0,0,15,31,0,68,0,12,17,1,144,1
515052,4,30,0,108,2,112,0,26,31,4,317,1
515645,2,28,0,112,29,169,0,15,25,7,387,1
516562,5,7,0,144,7,113,0,72,86,16,450,1
518244,36,258,76,428,68,843,17,88,289,37,2140,0
520349,2,572,27,246,1,138,0,49,108,25,1168,0
523762,5,0,0,173,0,112,0,19,94,14,417,0
524427,0,204,0,140,19,341,0,45,99,16,864,0
525068,12,116,20,151,27,49,0,34,59,7,475,0
525870,1,377,0,245,5,24,0,24,73,7,756,0
526352,2,358,9,174,9,243,0,33,63,15,906,0
531646,3,43,10,170,11,165,0,49,115,18,584,1
532236,13,5,0,79,0,144,0,29,54,4,328,0
535220,7,96,13,167,5,180,0,34,54,19,575,1
536296,15,329,0,317,6,147,2,84,116,38,1054,0
537577,17,93,2,178,24,83,0,58,222,48,725,0
540821,1,610,8,347,28,297,0,99,311,61,1762,1
543478,2,75,0,155,0,49,0,54,152,10,497,1
545752,12,9,0,102,1,125,0,57,110,7,423,1
546299,13,34,0,108,2,35,0,20,49,11,272,1
546773,1,90,30,61,2,189,0,37,74,6,490,1
547786,0,0,0,2,0,0,0,0,0,0,2,1
550142,1,210,0,102,2,54,0,14,17,1,401,1
550358,0,28,0,59,0,70,0,63,52,3,275,1
550380,8,128,11,174,4,115,0,23,61,12,536,1
551440,0,3,0,21,0,13,0,14,22,1,74,1
552114,5,134,12,211,1,311,0,95,77,6,852,1
552965,11,3388,28,861,47,79,0,94,261,37,4806,0
553367,10,524,2,376,48,99,0,58,141,25,1283,0
554746,2,44,0,150,4,186,0,43,34,5,468,1
554863,2,239,12,144,28,163,0,51,69,12,720,0
555989,3,67,12,121,5,36,0,44,147,12,447,0
556374,2,72,0,57,12,55,0,18,21,3,240,1
556514,54,206,0,508,34,304,0,154,274,61,1595,0
557237,8,420,13,365,3,193,0,57,125,8,1192,0
557389,9,3627,58,161,82,41,0,50,238,29,4295,0
559447,30,347,18,400,1,570,0,67,511,29,1973,0
559707,6,5,3,74,0,69,0,108,32,4,301,1
559852,25,210,20,423,32,89,0,53,154,45,1051,0
560301,1,35,10,113,0,115,0,38,61,20,393,0
561848,0,22,0,28,2,11,0,5,6,1,75,1
561904,46,507,0,570,108,174,0,200,316,56,1977,0
563453,24,270,3,402,55,131,0,63,286,45,1279,0
563595,2,263,11,125,5,306,0,22,28,4,766,1
563845,29,1142,0,572,69,55,0,47,137,36,2087,0
563847,0,0,0,5,0,0,0,0,1,1,7,1
565006,20,116,27,178,36,223,0,61,104,7,772,1
565209,14,14,7,106,0,152,0,27,127,7,454,0
565446,6,23,9,64,0,113,0,14,65,7,301,0
566300,45,236,35,474,1,347,0,247,482,66,1933,0
566553,13,405,18,250,6,111,0,45,136,23,1007,1
567285,37,416,1,384,58,77,0,94,295,43,1405,0
568103,10,242,25,148,10,79,0,38,117,6,675,0
568297,15,41,0,142,0,249,0,17,46,3,513,1
568446,15,957,8,618,4,272,0,92,221,30,2217,0
569633,6,67,1,178,2,63,0,59,91,22,489,0
569737,10,1838,4,1133,18,418,0,119,515,102,4157,0
569840,24,309,0,454,70,429,10,65,304,36,1701,0
570119,9,414,33,319,24,58,0,47,72,15,991,0
570411,15,12,3,306,32,259,0,127,420,35,1209,0
570863,26,176,0,223,9,157,0,40,128,40,799,0
571292,0,0,0,4,0,2,0,1,2,0,9,1
571644,64,303,0,875,26,1100,0,88,384,100,2940,0
572156,34,328,52,688,193,302,0,188,435,73,2293,0
572281,4,748,0,455,42,55,0,79,145,25,1553,0
572430,4,2,0,58,37,127,0,15,22,2,267,0
572434,0,19,9,82,1,257,0,33,134,7,542,0
572880,3,199,14,299,9,200,0,26,31,5,786,1
573328,8,35,7,83,0,138,0,21,37,5,334,1
573646,1,0,0,3,0,12,0,1,3,0,20,1
573742,5,41,12,63,13,101,0,15,57,3,310,0
573969,3,6,0,88,1,111,0,44,79,14,346,0
574347,1,42,0,65,6,32,0,7,39,3,195,0
574431,31,2618,1,1563,34,203,0,99,283,32,4864,1
574612,3,58,0,108,0,134,0,36,30,2,371,1
574928,6,1489,0,592,33,85,0,44,168,14,2431,0
575009,39,855,14,507,29,326,0,150,197,42,2159,0
575380,44,1465,4,567,99,80,0,90,383,53,2785,0
575398,7,99,0,190,20,181,0,20,75,3,595,1
